StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q31,Q17,Random ID,explanation0,explanation1,explanation2,explanation3,explanation4,explanation5,explanation6,explanation7,explanation8,explanation9,explanation10,explanation11,explanation12,explanation13,explanation14,explanation15,explanation16
2021-05-05 17:01:10,2021-05-05 17:26:22,IP Address,122.178.235.180,100,1512,TRUE,2021-05-05 17:26:22,R_33mAdmdO3yCTg54,,,,,12.9633941650391000,77.58551025390630,anonymous,EN,Go to a green ball,Go to a red ball,Go to a red box,go to a purple key,1,go to a green box,go to a grey ball,go to a red ball,go to a grey key,3,go to a grey box,go to a grey key,go to a yellow ball,go to a purple ball,2,go to a purple ball,go to a green key,go to a blue box,go to a green box,go to a grey ball,3,Thank You,75327,go to a green ball,go to a red ball,go to a red box,go to a purple key,go to a green box,go to a grey ball,go to a red ball,go to a grey key,go to a grey box,go to a grey key,go to a yellow ball,go to a purple ball,go to a purple ball,go to a green key,go to a blue box,go to a green box,go to a grey ball
2021-05-05 17:25:06,2021-05-05 17:49:38,IP Address,122.174.40.232,100,1472,TRUE,2021-05-05 17:49:39,R_3scuxFIU9Wwv7lT,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to a green ball,go to a red ball ,go to a red box ,go to a purple key ,1,go to a green box ,go to a grey ball,go to a red ball ,go to a grey key ,3,go to a blue ball,go to a purple key ,go to a yellow box ,go to a red box ,2,go to a purpleball,go to a green key,go to a yellow key,go to a green box,go to a grey ball,4,Thank You,69666,go to a green ball,go to a red ball,go to a red box,go to a purple key,go to a green box,go to a grey ball,go to a red ball,go to a grey key,go to a blue ball,go to a purple key,go to a yellow box,go to a red box,go to a purple ball,go to a green key,go to a yellow key,go to a green box,go to a grey ball
2021-05-05 20:57:13,2021-05-05 21:21:07,IP Address,177.128.84.106,100,1434,TRUE,2021-05-05 21:21:08,R_3G3sInA8dgIbo9X,,,,,-18.7906951904297000,-41.990203857421900,anonymous,EN,Down and turning right. Until you reach the green circle,Catching the red circle,go to the red square and go to the red square,go to the purple key and go to the purple key,1,go to the green box and go to the green box,go to a gray ball and go to gray ball,go to the yellow ball and go to the yellow gray and go to the blue key and go to the blue key and go to the red ball,go to gray ball and go to gray key,3,go to the blue key and go to the red ball and go to the green key,go to the yellow box and go to the yellow box,go to a yellow ball and go to the yellow ball,go to the red box and go to the red box,2,go to the blue ball and go to the blue ball,go to the yellow box and go to the green key,go to the red box and go to the red box,go to the yellow box and go to the green box,go to the green box and go to the gray ball,3,I liked the experience. Although I made a lot of mistakes I liked it,25553,"go to the green key, then go to the green key after you go to the green key",go to the red ball and go to the red ball,go to the red box and go to a red box,go to the purple key and go to the purple key,go to a green box and go to the green box,go to a yellow ball and go to the yellow ball and go to a grey ball,go to the yellow key and go to the blue key and go to the red ball,go to a grey door and go to a green ball and go to the blue key,go to a red key and go to a green key and go to the blue ball,go to a yellow box and go to the yellow box,go to the yellow ball and go to the yellow ball,go to the red box and go to a red box,go to the blue ball,go to the green key and go to the yellow box,go to the red box and go to a red box,go to the yellow box and go to the green box,go to a grey ball and go to a green ball and go to the green box
2021-05-06 07:05:04,2021-05-06 07:29:52,IP Address,66.41.1.23,100,1487,TRUE,2021-05-06 07:29:52,R_r9ePX3YjxP59DXz,,,,,45.1183929443359000,-93.346099853515600,anonymous,EN,go to a green ball,go to a red ball,go to red gate,go to a purple key,1,go to the blue door,go to a grey ball,go to a red ball,go to a grey key,3,go to the grey door and go to blue ball,go to a grey ball,go to a yellow ball,go to a purple ball and go to the red door,2,go to a purple ball,go to a green key,go to the blue door,go to the green door,go to a grey ball,2,No,35003,go to a green ball,go to a red ball,go to the red door,go to a purple key,go to the blue door,go to a grey ball,go to a red ball,go to a grey key,go to the blue door and go to a grey ball,go to a grey ball,go to a yellow ball,go to a purple ball and go to the red door,go to a purple ball,go to a green key,go to the blue door,go to the green door,go to a grey ball
2021-05-06 20:36:57,2021-05-06 20:57:23,IP Address,73.67.133.254,100,1226,TRUE,2021-05-06 20:57:24,R_2c2dyk6jb1Q7AQW,,,,,45.5032958984375,-122.7743988037110000,anonymous,EN,Move right below the green circle and point at it.,Put the red ball on top of the yellow chest,Go to the red box,go to the purple key,1,put the green box next to the green ball,go to a grey ball,go to the red ball,go to a grey key,3,pick up the green key,pick up the yellow box,move the yellow ball away from the yellow door,go to the red door,2,go to the purple ball,go to the room with the green key,get the red box and go through a grey door,go through a blue door and get a green box,go to the grey ball,2,,54482,go to the green ball,put a red ball next to the yellow box,go to the red box,go to the purple key,put the green box next to a green ball,go to a grey ball,go to the red ball,go to a grey key,pick up a green key,pick up the yellow box,go to the yellow ball after you go to a yellow door,go to the red door,go to the purple ball,go to a green door and pick up a green key,open a grey door and go to the red box and go to the grey door,go to a blue door and pick up the green box,go to the grey ball
2021-05-06 20:37:18,2021-05-06 20:58:47,IP Address,68.149.152.161,100,1288,TRUE,2021-05-06 20:58:47,R_uabTxoCYKTQ84UN,,,,,53.4178924560547000,-113.57849884033200000,anonymous,EN,It goes to the green ball.,Put down red ball by red dresser.,Go to a red box.,Go to purple key.,1,Go to the green box. Move green box to the green ball.,Go to a gray ball near a yellow ball.,Go to a red ball.,go to a gray key.,3,Pick up a green key after go to a blue ball,pick up a yellow box and go to a purple key,go to a yellow door,go to a red door,2,go to a purple ball,pick up a grey box and go to a green key,pick up a red box and go to a blue door,pick up a green box and go to a green door,go to a grey ball,3,,67114,go to a green ball and go to the green ball,"go to a red ball, then go to a red ball and go to a red box",go to a red box,go to the purple key,pick up a green box after you go to a green ball and go to the green box,"go to a yellow ball, then go to a yellow ball",go to a red ball,go to a grey key,pick up the green key and go to a blue ball,pick up a yellow box and go to a purple key,go to a yellow door,go to a red door,go to a purple ball,pick up a green key and go to a green box and go to the grey key,pick up a red box and go to a blue door,open a green door and go to a green box,go to a grey ball
2021-05-06 20:39:57,2021-05-06 21:01:54,IP Address,24.164.250.227,100,1316,TRUE,2021-05-06 21:01:54,R_3qyslVc8rg4Cyza,,,,,44.209503173828100,-88.41619873046880,anonymous,EN,Go to the green circle.,Move red box to the yellow box.,Go to the red box.,Go to the purple key.,1,Go to the green box and then go to the green box.,Go to a gray box.,Go to a red box.,To to a grey key.,3,Go to a blue box.,Go to a yellow box and then go to a grey box.,Go to a yellow box and then go to a yellow box.,Go to a red door.,2,Go to a purple box.,Go to a green key.,Go to a red box and then go to an open door.,Go to a green box and then go to a green door.,Go to the grey box.,2,,81945,go to the green box,go to the yellow box and go to a red box,go to the red box,go to the purple key,"go to a green box, then go to a green box",go to a grey box,go to a red box,go to a grey key,go to a blue box,"go to a yellow box, then go to a grey box","go to a yellow box, then go to the yellow box",go to a red door,go to a purple box,go to a green key,"go to the red door, then open the red door, then go to the red box","go to the green box, then go to the green door",go to the grey box
2021-05-06 20:39:03,2021-05-06 21:03:32,IP Address,174.78.104.114,100,1469,TRUE,2021-05-06 21:03:33,R_2dmvsSWcAXX0K4e,,,,,29.613800048828100,-82.3860015869141000,anonymous,EN,Pick up the green ball.,Put the red ball next to the yellow box.,go to a red box,go to a purple key,1,put the a green box next to a green ball,go to a grey ball,go to a red ball,go to a grey key,3,go between a blue ball and purple box,pick up a yellow box and go to purple key,unblock doors blocked by balls,go to a purple ball and a red door,2,go to a purple ball,pick up a grey box and go to a grey box,put a blue key next to a yellow box and pick up a red box,pick up a green box and go to a green door,go to a grey ball,3,some of the colors weren't right in the feedback sentences.,24959,go to the green ball,put a red ball next to the yellow box,go to a red box,go to a purple key,put the green box next to a green ball,go to a grey ball,go to a red ball,go to a grey key,go to a purple ball and go to a blue box,pick up a yellow box and go to a purple key,open a red door and go to the green ball and go to a blue ball,go to a purple door and go to a red ball,go to a purple ball,pick up a grey box and go to the grey box,put a blue key next to a yellow box and pick up the red box,open a green door and go to a green box,go to a grey ball
2021-05-06 20:42:59,2021-05-06 21:04:20,IP Address,67.184.187.111,100,1281,TRUE,2021-05-06 21:04:21,R_3LbtQd1fpVRVcgE,,,,,42.3816070556641000,-88.00260162353520000,anonymous,EN,Pick up the green ball.,go to the red ball,go to the red square,go to the purple key,1,go to the green door,go to the grey ball,go to the red ball,go to the grey key,3,pick up the green key and go to the blue ball,pick up the yellow square and go to a purple key,pick up a purple ball and pick up a yellow ball,go to the purple ball,2,pick up the blue ball and go to the purple ball,pick up the grey box and go to a grey box,pick up the grey ball and pick up a blue key and pick up a red box,pick up a green box,pick up a red box and go to the grey ball,1,,46052,go to the green ball,go to the red ball,go to the red door,go to the purple key,go to the green door,go to the grey ball,go to the red ball,go to the grey key,pick up the green key and go to a blue ball,pick up the yellow box and go to the purple key and go to a purple key,pick up the purple ball and pick up a yellow ball,go to the purple ball,pick up the blue ball and go to a purple ball,pick up a grey box and go to the grey box,pick up the grey ball and pick up the blue key and pick up the red box,pick up a green box,pick up a red box and go to a grey ball
2021-05-06 20:38:18,2021-05-06 21:13:44,IP Address,71.56.121.5,100,2125,TRUE,2021-05-06 21:13:44,R_BLJaj4RkHol099f,,,,,33.89300537109380,-83.96489715576170000,anonymous,EN,Go to green ball.,Pick up the red ball and place it in front of the yellow object.,Open the purple door.,go to the purple key,1,pick up the green box and place it next to the green ball,go to the grey ball,go through the purple door and stop at the red ball,go to the grey door and go to the grey key,3,go to the blue door and stop at a blue ball,pick up the yellow box,pick up the yellow ball and move it to the side,go to a red door,2,go through a green door a go to a purple ball,go through a green door,pick up a red box,pick up a green box and go to a green door,go to a purple door and go to a grey ball,2,,68610,go to the green ball,go to a yellow ball and pick up the yellow ball,open the purple door,go to the purple key,pick up a green box and put the green box next to the green ball,go to the grey ball,go to the purple door and go to a red ball,go to the grey door and go to the grey key,go to the blue door and go to the blue ball,pick up the yellow box,"go to a yellow ball, then pick up the yellow ball",go to a red door,go to the purple ball and go to a green door,go to a green door,pick up a red box,open a green door and go to a green box,go to a purple door and go to a grey ball
2021-05-06 20:37:09,2021-05-06 22:44:38,IP Address,47.189.201.145,100,7649,TRUE,2021-05-06 22:44:39,R_3GDKtWnawR4qovq,,,,,29.5182952880859000,-95.0977020263672000,anonymous,EN,The red triangle moves toward the green circle,Pick up red ball then drop red ball,Go to red door,Go to the purple key,1,Go grab the green door and move it,Go stop by the gray ball,Find the red ball,Go to the gray key in the next room,3,Examine the blue key and find the green key,Drop the green key and grab the yellow door,Move the purple ball then find and move the yellow ball,Go to the yellow door and then move to the purple ball,2,Move the blue ball then go to the purple ball,Grab the yellow door then find the green key,Move the gray ball then grab the red door,Get green door,Please find the gray ball,3,,14475,"go to the green ball, then go to a red ball","go to the red ball, then pick up a red ball",go to the red door,go to the purple key,open a green door and go to the green door,go to a grey ball after you go to the yellow ball,go to the red ball,go to a grey door and pick up a blue key,go to the blue key and pick up the green key,go to a yellow door and go to a green key,"pick up the purple ball, then pick up the yellow ball","go to the yellow door, then go to the purple ball","pick up a blue ball, then go to the purple ball","go to the yellow door, then pick up a green key","go to a red ball and open a grey door, then go to a red ball",go to the green door,go to a grey ball and go to a green ball and pick up a yellow ball
2021-05-06 20:58:18,2021-05-07 04:58:00,IP Address,97.106.181.45,100,28781,TRUE,2021-05-07 04:58:00,R_3KxtTH2FJBY4PDg,,,,,27.9821929931641000,-81.67060089111330000,anonymous,EN,The robot walks to the green arrow.,Go to the red key and then walk through the red circle and down to unlock the door.,go through the blue door and stop in front of the red box,Go to the purple key,1,Move the green box on top of the green circle.,Stop by the gray triangle.,Go through the purple door and stop in front of the red ball,Go through the gray door and stop by the gray key.,3,get the green key and walk to the blue ball,get the yellow box and go through the blue door,go through the gray door and move the yellow ball,bo between the purple ball and the door,2,get the blue ball and go through the green door,go through the green door and go to the green key,go through the green door and get the red box,go through the blue door and get the green box,go through the purple door and go by the gray ball,3,Thank you!,80263,"go to the red key and open the green door, then go to a green door","open a red door, then go to the red key",go to the blue door and go to a red box,go to the purple key,pick up a green box and put the green box next to the green ball,go to a grey ball after you go to a purple ball,go to the purple door and go to a red ball,"open a grey door, then go to a grey key",pick up the green key and go to the blue ball after you go to the green door,open the blue door and go to the yellow box,open a yellow door and go to a yellow ball,go to the purple ball and go to a purple door,pick up the blue ball and go to the green door,go to the green door and go to the green key,open a green door and go to the red box,go to a blue door and pick up the green box,go to a purple door and go to the grey ball
2021-05-07 12:00:19,2021-05-07 12:26:48,IP Address,24.159.125.219,100,1588,TRUE,2021-05-07 12:26:49,R_2B4cahCajvqkK76,,,,,33.933197021484400,-83.35359954833980000,anonymous,EN,go to the green box,go to the red box,go to the red box,go to the purple box,2,go to the green box,go to the grey box,go to the red box,go to red the key,1,go to the grey box,go to the grey Hopefully,go to the yellow box,go to the purple box,5,go to the purble box,go to grey the key,go to the red box,go to the green box,go to the grey circle,1,good,44746,go to the green box,go to the red box,go to the red box,go to the purple box,go to the green box,go to the grey box,go to the red box,go to a red key,go to the grey box,go to the grey door,go to the yellow box,go to the purple box,go to the red box,go to a grey key,go to the red box,go to the green box,go to the grey key and go to the grey key
2021-05-07 13:25:41,2021-05-07 13:37:44,IP Address,73.24.176.117,100,722,TRUE,2021-05-07 13:37:44,R_1r94Pmu3GREfcbT,,,,,32.272796630859400,-110.765899658203000,anonymous,EN,Go to the green circle and point at it.,Collect the red circle and place it above the yellow box,Go through boxes to get to the red box,Go to the purple key,1,Place the green box above the green circle,go up to the grey circle,go through the purple door to the red circle,get the grey key,3,collect the green key and go through the blue door to the blue sphere,go through the top grey door to the purple key in the top left,move the yellow ball out of the way of the yellow door,go to the red door on the lower left,2,go through the green door to the purple ball,go through the green door towards the green key,collect the red block and head next to the yellow key,collect the green block and head towards the green door,go through a purple door and two a grey ball,2,Thank you!,34793,go to a green box and go to the green box,go to a yellow box and pick up the red box,"go to the red box, then pick up a red box",go to the purple key,go to a green box,go to the grey key and go to the grey key,go to the red ball and go to the purple door and open a purple door,go to the grey key,"pick up the blue key, then pick up the green key and go to the green box and go to a blue door",go to a red key and open a purple door and go to a grey key,pick up the yellow ball and go to the yellow door,go to a red door,go to the green door and go to a purple ball,go to the green door and go to the green key,go to the yellow key and go to a red key,open a green door and go to the green door,go to a purple door and go to a grey ball
2021-05-11 09:31:56,2021-05-11 09:47:52,IP Address,74.143.50.170,100,956,TRUE,2021-05-11 09:47:53,R_33fLaZfXd1FYIKr,,,,,38.21820068359380,-86.1125030517578000,anonymous,EN,Point north towards the green ball,Go to the red ball.,Go to the red and green square,Go to the purple key and go to a yellow ball.,1,Go to the yellow box and go to the green box.,Go to the red box and go to the grey ball.,Go to the grey ball and go to the red ball.,Go to a grey key.,3,Go to a purple box and go to a blue ball.,Go to a purple key.,Go to a yellow ball.,Go to a purple ball.,2,Go to a purple ball.,Go to a grey box.,Go to a blue door.,Go to a green door.,go to a grey ball.,2,,49064,go to the green ball,go to the red ball,go to the red box and go to a green box,go to a yellow ball and go to a purple key,go to the yellow box and go to the green box,go to a red box and go to the grey ball,go to the red ball and go to a grey ball,go to a grey key,go to a purple box and go to a blue ball,go to a purple key,go to a yellow ball,go to a purple ball,go to a purple ball,go to a grey box,go to a blue door,go to a green door,go to a grey ball
2021-05-11 09:34:47,2021-05-11 09:57:26,IP Address,212.162.151.88,100,1358,TRUE,2021-05-11 09:57:27,R_2EE8Ck71t1HwJZa,,,,,41.8777008056641000,-87.637603759765600,anonymous,EN,go to green ball,go to red ball,go to green door go to blue door go to red ball,go to purple key,1,go to blue key go to green box,go to blue ball go to gray ball,go to yellow door go to green door go to purple door,go to the gray ball and go to the gray key,3,go to the green door and go to the yellow door and go to purple box,go to the green box and go to the green key go to the blue door,go to green door go to blue ball go to yellow ball,pick up the yellow box,2,go to the red door,go to the red ball,go to a grey box and go to a red box,go to a yellow box,open the red door,3,,43896,go to the green ball,go to a red ball,go to the red ball and go to the blue door and go to the green door,go to the purple key,go to the green box and go to the blue key,go to the blue ball and go to a grey ball,go to the purple door and go to a green door and go to the yellow door,go to a grey door and go to the green ball and go to a blue key,go to the green door and go to a yellow door and go to a purple box,go to the green box and go to the green key and go to the blue door,go to a green door and go to a yellow door and go to a blue ball,pick up the yellow box,go to the red door,go to the red ball,go to a grey box and go to a red box,go to a yellow box,open the red door
2021-05-11 09:39:55,2021-05-11 10:08:51,IP Address,107.174.128.136,100,1735,TRUE,2021-05-11 10:08:51,R_3fvKMIlHhDn5IEH,,,,,37.751007080078100,-97.82199859619140000,anonymous,EN,MOVING RIGHT,GO TO THE RED BALL,GO THE RECTANGLE BOX,GO THE VIOLET KEY,1,GO TO THE GREEN BOX,GP TO THE GREY CIRCLE,GO TO THE GGREY KEY AND GO THE RED CIRCLE,GO TO THE GREY KEY,3,GO TO THE PURPLE BOX,GO TO THE GREY BOX,GO TO THE YELLOW CIRCLE,GO TO THE GREY BALL,2,GO TO THE GREY BALL,GO TO THE GREEN KEY,GO TO THE GREY BALL,GO TO THE GREEN BALLL,GO TO THE GREY BALL,2,GOOD,16733,go to the red ball,go to the red ball,pick up a red box,go to the purple key,go to the green box,go to the grey key and go to the grey key,go to a red key and go to the red key,go to the grey key,go to the purple box,go to the grey box,go to the yellow ball,go to the grey ball,go to the grey ball,go to the green key,go to the grey ball,go to the green ball,go to the grey ball
2021-05-11 09:34:48,2021-05-11 10:08:57,IP Address,8.44.142.125,100,2049,TRUE,2021-05-11 10:08:58,R_2zScWaenVNRj17g,,,,,37.751007080078100,-97.82199859619140000,anonymous,EN,the robo goes in green mark,go to a red door,go to a red door,go to a blue door,1,go to a green door,go to a grey door,go to a red door,go to a grey door,3,go to a green door,go to a green door,go to a yellow door,go to a red door,2,go to a green door,go to a green door,go to a red door,go to a green door,go to a blue door,1,very nice survey,57733,go to a green door,go to a red door,go to a red door,go to a blue door,go to a green door,go to a grey door,go to a red door,go to a grey door,go to a green door,go to a green door,go to a yellow door,go to a red door,go to a green door,go to a green door,go to a red door,go to a green door,go to a blue door
2021-05-11 09:43:53,2021-05-11 10:14:23,IP Address,107.242.117.17,100,1829,TRUE,2021-05-11 10:14:23,R_3J9nsixjgeoTewa,,,,,40.8240966796875,-73.89769744873050000,anonymous,EN,Turn left and go forward to green circle.,Go to red ball and stop.,Go to red gate.,Go to purple key.,1,Go to the green door.,Go to the grey ball.,Go to red ball.,Go to the grey key.,3,Go to a red key.,Go to a purple key.,Go to the yellow ball.,To to a red door.,2,Go to a purple ball.,Go to the green key.,Go to a yellow ball.,Go to the green door.,Go to a grey ball.,1,Thank you for the opportunity to participate in your research.,55834,go to the green ball,go to the red ball,go to the red door,go to the purple key,go to the green door,go to the grey ball,go to a red ball,go to the grey key,go to a red key,go to a purple key,go to the yellow ball,go to a red door,go to a purple ball,go to the green key,go to a yellow ball,go to the green door,go to a grey ball
2021-05-11 09:54:13,2021-05-11 10:14:24,IP Address,96.244.213.97,100,1211,TRUE,2021-05-11 10:14:24,R_1Q5WQssi3mghbu5,,,,,39.01300048828130,-76.67420196533200000,anonymous,EN,turn left,go to the yellow door,go to the red door,go to the purple key,1,go to  the green door,go to the gray ball,go to the red ball,go to the key,3,go to the blue ball,go to the purple ball,move the yellow ball,go to the red door,2,go to the purple ball,go to the green key,go to the yellow triangle,go through the green door,go to the grey ball,3,,94194,go to a green ball,go to the yellow door,go to the red door,go to the purple key,go to the green door,go to a grey ball,go to the red ball,go to the blue key,go to the blue ball,go to the purple ball,go to the yellow ball,go to the red door,go to the purple ball,go to the green key,go to the yellow ball,go to the green door,go to the grey ball
2021-05-11 09:40:35,2021-05-11 10:14:48,IP Address,75.128.7.145,100,2052,TRUE,2021-05-11 10:14:48,R_50wyxMkYSwbYyQ1,,,,,35.166107177734400,-120.4651031494140000,anonymous,EN,go to green ball ,go the red ball,go to the red door,go to the purple key,1,go to the green door,go to the gray ball,go to the red ball,go to the grey key,3,go to the blue ball,go to the grey ball,go to the yellow ball,go to the blue ball,2,go to the purple ball,go to the green kay,go to the  yellow key,go to the red ball,go to the grey ball,1,interesting game for video for this survey,88227,go to the green ball,go to the red ball,go to the red door,go to the purple key,go to the green door,go to a grey ball,go to the red ball,go to the grey key,go to the blue ball,go to the grey ball,go to the yellow ball,go to the blue ball,go to the purple ball,go to the green key,go to the yellow key,go to the red ball,go to the grey ball
2021-05-11 09:31:42,2021-05-11 10:16:55,IP Address,64.62.219.93,100,2712,TRUE,2021-05-11 10:16:55,R_DvQ07923CWPiMdH,,,,,37.751007080078100,-97.82199859619140000,anonymous,EN,It moves right side toward green ball,take the red ball and move it to the left side down end,pick the ball on the left side,pick the purple key ,1,pick the green ball at lift-up corner and put it near the green on,move to grey ball ,move to the grey ball,go to the grey key,3,move the green key to purple box,pick the yellow box next to grey ball,move to a yellow ball,go to a purple ball,2,go to the purple ball,go to the grey box,take the red box near yellow key,make green box,go near grey ball,2,no comment,95324,go to a green ball and go to the green ball,go to the red ball after you go to a green ball,go to a green ball and pick up a blue ball,go to the purple key,pick up the green box and put the green box next to a green ball after you go to a green ball,go to a grey ball,go to a grey ball,go to the grey key,go to a green key and go to the purple box,pick up the yellow box and put the yellow box next to the grey ball,go to a yellow ball,go to a purple ball,go to the purple ball,go to the grey box,go to a red box and go to a yellow key,go to a green box,go to a grey ball
2021-05-11 10:07:27,2021-05-11 10:20:39,IP Address,76.107.34.15,100,792,TRUE,2021-05-11 10:20:39,R_YQuEnJ8ttRBBbNv,,,,,32.3903961181641000,-93.711700439453100,anonymous,EN,get the green circle,go get the red balls,go to the red box,go to the purple key,1,go to the green box,go to the grey ball,go to the red ball,go to the grey key,3,go to the green key,go to the yellow box,go to the yellow ball,go to the purple ball,2,go to the blue ball,go to the green key,go to the grey ball,go to the green box,go to the red box,1,,47326,go to the green ball,go to the red ball,go to the red box,go to the purple key,go to the green box,go to the grey ball,go to the red ball,go to the grey key,go to the green key,go to the yellow box,go to the yellow ball,go to the purple ball,go to the blue ball,go to the green key,go to the grey ball,go to the green box,go to the red box
2021-05-11 09:49:53,2021-05-11 10:22:37,IP Address,142.196.151.58,100,1963,TRUE,2021-05-11 10:22:38,R_1LG4suxXnVAYoJL,,,,,28.575897216796900,-81.39569854736330000,anonymous,EN,The robot faces the green ball.,go to the red ball,go to the red door,go to the purple key,1,go to the green door,go to the grey ball,go to the red ball,go to the grey key,3,go to the blue ball,go to the grey ball,go to the yellow ball,go to the purple ball,2,go to the purple ball,go to the green key,go to the yellow key,go to the green door,go to the grey ball,1,Very fun task!,96908,go to the green ball and go to a green door and go to a yellow ball,go to the red ball,go to the red door,go to the purple key,go to the green door,go to the grey ball,go to the red ball,go to the grey key,go to the blue ball,go to the grey ball,go to the yellow ball,go to the purple ball,go to the purple ball,go to the green key,go to the yellow key,go to the green door,go to the grey ball
2021-05-11 09:59:54,2021-05-11 10:26:46,IP Address,99.224.78.220,100,1611,TRUE,2021-05-11 10:26:46,R_dnFXRG1TJ6smixr,,,,,43.6508026123047000,-79.4803009033203000,anonymous,EN,turn left in front of the green circle,Take red ball put down the red ball,go to the red square and go to the red square,go to a purple key and go to the purple key,1,go to the green box and go to a green box,go to a gray ball and go to the gray ball,go to a red ball go to a red ball,goo to a gray ball and go to the gray ball,3,go to a green key and go to a green key,go to a yellow box and go to a yellow box,go to a yellow ball and go to a yellow ball,go to a yellow box and go to a yellow box,2,go to a blue ball and go to a blue ball,go to the grey box and go to a grey box,go to a red box ,go to a green box and go to the green box,go to the red box and go to the red box,3,good,62075,go to a green ball and go to the green ball,go to the red ball and go to the red ball after you go to a red ball,go to the red box and go to a red box,go to the purple key and go to a purple key,go to a green box and go to the green box,go to a yellow ball and go to the yellow ball and go to a grey ball,go to the red ball and go to a red ball,pick up a yellow ball after you go to the green ball and go to a grey ball,go to a green key and go to a green key,go to a yellow box and go to the yellow box,go to the yellow ball and go to the yellow ball,go to a yellow box and go to the yellow box,go to a blue ball,go to the grey box and go to the grey box,go to a red box,go to a green box and go to the green box,go to the red box and go to a red box
2021-05-11 09:52:00,2021-05-11 10:35:31,IP Address,162.210.194.37,100,2611,TRUE,2021-05-11 10:35:31,R_1rJ2yEBGfWRRU9P,,,,,38.8596954345703000,-77.197998046875,anonymous,EN,Move the red triangle to the green ball,Go to the triangle and move it to the red rectangle,Move the red triangle to the leftmost part marked red,Move the red triangle to the purple key,2,Move the red triangle to the green door in the middle,Move the triangle to the grey ball,Move the red triangle to the red ball in the middle of the last row to the right,Move the red triangle to the bottom of the top square in the middle row,3,Move the red triangle to the blue ball in the leftmost square of the bottom row,Move the red triangle to the purple thing at the leftmost square of the uppermost row,Move the red triangle to the yellow ball in the middle square in the bottom row,Move the red triangle to the purple ball in the rightmost square of the middle row,2,Move the red triangle to the purple ball in the middle square in the rightmost row,Move the red triangle to the purple key in the middle square in the rightmost row,Move the red triangle to the middle square at the row at the bottom,Move the red triangle to the gate of the square in the middle of the rightmost row,Move the red triangle to the grey ball at the middle square at the leftmost row,3,None,32205,go to a green ball and go to the red ball,go to the red ball and go to the red ball,go to a red key and go to the red key,go to a red ball and go to the purple key and go to the purple key,open the red door and go to the green door,"go to the grey ball, then go to a grey ball",go to a red ball and go to the red ball and go to the red ball,go to a purple box and go to a red box and go to the green box,"go to the red key and go to a red key, then go to the blue ball",go to the red key and go to the red key and go to the purple box,go to the green ball and go to the yellow ball and go to a red ball,go to the red ball and go to the purple ball,go to the red key and go to a purple ball and go to a purple ball,go to the red key and go to a red key and go to the purple box,go to a purple box and go to a red box and go to the green box,go to a red key and go to the red key,go to a red key and go to a red key and go to a grey ball
